Person Name,Role,Company Name,Classification,Interest Areas,url
Bradley Korch,"Director, Sales & Relationship Management",S&P Global Ratings,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4NDQ=
"
Kevin Moyer,Chief Investment Officer,"PACE Equity, LLC",Issuer,"ABS, CMBS, ESG/PACE/Solar ABS, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4NDM=
"
James Manzi,"Managing Director, Structured Finance Research",S&P Global Ratings,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4NDI=
"
Vanessa Chinn,"Senior Director, CLO - Relationship Management & Business Development",S&P Global Ratings,Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4NDE=
"
Winston Chang,"Managing Director, Global Head of Analytics & Research for Structured Finance",S&P Global Ratings,Service Provider,"CLOs/Leveraged Loans, ABS, CMBS, ESG/PACE/Solar ABS, Distressed Debt, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4NDA=
"
Curtis Hardwick,Managing Director,Anchorage Capital Group LLC,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4Mzk=
"
Fergus Smail,Managing Director,Mizuho Americas,Investment Bank or Broker Dealer,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, Regulation/policy, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4Mjk=
"
Vinodh Srinivasan,Managing Director Co-Head Structured Credit Group,Mizuho Americas,Investment Bank or Broker Dealer,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4Mjg=
"
Xavier Auge,Executive Director,Mizuho Americas,Investment Bank or Broker Dealer,"Commercial ABS (Equipment/Aircraft/Transportation), ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4Mjc=
"
Zinovy Pravin,Vice President,Mizuho Americas,Investment Bank or Broker Dealer,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4MjU=
"
Robert Jacques,"Director, Market Outreach, Structured Finance-Americas",S&P Global Ratings,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4MjQ=
"
Edwin Wilches,Managing Director and Co-Head of Securitized Products,PGIM Fixed Income,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Sustainable Finance, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4MjM=
"
John beshoory,Managing Director,Nassau Asset Management,Investor,"CLOs/Leveraged Loans, ABS, RMBS (GSE and PLS)","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4MjI=
"
Ben Jordan,Senior Vice President,Wilmington Trust,Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4MTg=
"
Luiza Joy,Executive Director,Liberty Mutual,Investor,"ABS, RMBS (GSE and PLS)","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4MTA=
"
Pietro Fontana,Partner,Sidley Austin LLP,Service Provider,"ABS, RMBS (GSE and PLS)","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4MDk=
"
Cynthia ford,"EA, RMBS Structuring",Bank of America,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4MDg=
"
Kelsey Read,Director,Castlelake,Issuer,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI4MDc=
"
Jonathan Sammarco,Senior Vice President,M&T Bank,Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3OTk=
"
Macon Heikes,Vice President,M&T Bank,Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3OTI=
"
Frederic Couderc,Co-Founder and Co-Chief Investment Officer,Chenavari,Investor,"CLOs/Leveraged Loans, Consumer ABS, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3OTE=
"
Rolf-Dieter Krenz,Director,BNP Paribas,Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3NzY=
"
Jesse Sable,Director,MUFG,Investment Bank or Broker Dealer,"Commercial ABS (Equipment/Aircraft/Transportation), ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3NzU=
"
Andrew Stein,Executive Vice President,East West Bank,Service Provider,"CLOs/Leveraged Loans, ABS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3NzQ=
"
Jeffrey Orr,"Asset Finance & Securitization, Managing Director",BNP Paribas,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3NjA=
"
Darren Jones,Managing Director,JP Morgan,Investment Bank or Broker Dealer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3NTg=
"
Pierre Quantin,"Director, Capital Markets",Corinthia Global Management,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3NDk=
"
David Hoffman,Associate,FirstKey Mortgage LLC,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3NDI=
"
Sam Mark,Portfolio Manager,Poet Hill Capital,Investor,Whole Loan/NPL/RPL,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3Mjc=
"
Avi Korn,Managing Director,KKR,Investor,Private Credit,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3MjY=
"
Geoff Horton,Portfolio Manager,Blackrock,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3MjQ=
"
Sabih Hussain,Head of Capital Markets,Corinthia Global Management,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3MjI=
"
Jaehun Jeong,Director of Investor Relations,Enfin,Issuer,"CLOs/Leveraged Loans, ESG/PACE/Solar ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3MTQ=
"
Brian Lord,Director - Citi Agency & Trust,Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3MTI=
"
Paul Antonios,Managing Director,Goldman Sachs,Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3MTA=
"
Kristine Jurczyk,Co-Head,Vista Credit Partners,Investor,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI3MDk=
"
Adeline Aje,Administrative Assistant,Bank of America,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2OTg=
"
Georgina McLeod,Associate,Dechert LLP,Other,Corporate Funding/Investment,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2OTc=
"
David Nassirian,Associate,KKR,Investor,"ABS, RMBS (GSE and PLS), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2OTU=
"
Alexis Wang,Credit Risk Transfer,Freddie Mac,Issuer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2OTQ=
"
Neleigh Wittig,Vice President,Guggenheim Securities,Investment Bank or Broker Dealer,Corporate Funding/Investment,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2OTM=
"
Kevin Fernandez,Counsel,Clifford Chance US LLP,Service Provider,"CMBS, RMBS (GSE and PLS), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2OTI=
"
Leah Sanzari,Partner,"Orrick, Herrington & Sutcliffe LLP",Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2ODA=
"
Mark Lacerenza,"Managing Director, Head of ABP Syndicate and Sales",Societe Generale,Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), RMBS (GSE and PLS), Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2Nzc=
"
Elizabeth Elias,Senior Associate,"Orrick, Herrington & Sutcliffe LLP",Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2Njg=
"
Sanjeeb Rao,Director,Napier Park Global Capital,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2Njc=
"
Lisa Padalko,Director,Pretium Partners,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NjY=
"
Al Sawyers,"Partner, Structured Finance","Orrick, Herrington & Sutcliffe LLP",Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NjU=
"
Chris Min,Partner,"Orrick, Herrington & Sutcliffe LLP",Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NjQ=
"
Joanna Hernnandez,Senior Associate,"Orrick, Herrington & Sutcliffe LLP",Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NjM=
"
Felix Zhang,Partner,Ares,Investor,Private Credit,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NjI=
"
Sushila Nayak,"Partner, Structured Finance","Orrick, Herrington & Sutcliffe LLP",Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NjE=
"
Bruce Spector,Advisory Specialist Leader,Deloitte,Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NjA=
"
Andrew Vessallo,VP of Capital,Hometap,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NDk=
"
Ed GRUSKA,Vice President,Societe Generale,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NDY=
"
Parker McKee,Director,Societe Generale,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2NDU=
"
John Bella,Managing Director,Fitch Ratings,Service Provider,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MzM=
"
Chip Lanser,"Director, Asset Backed Products",Societe Generale,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MzI=
"
Claire WEISS,Director,Societe Generale,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MzE=
"
Nik Mathews,Partner,"Orrick, Herrington & Sutcliffe LLP",Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MzA=
"
Brendan Gaffney,Director,RSM,Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2Mjk=
"
Roland Huang,Associate,Blackstone Group,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2Mjg=
"
Todd Griggs,"VP, Treasurer & Corporate Planning",Sable Offshore,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MjY=
"
Jonathan Eng,Business Development Senior Director,TMF Group,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MjQ=
"
Will Ansah,Partner,RSM,Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MTk=
"
Lee Grosse,"Director, Capital Markets",TMF Group,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MTg=
"
Luba Kim-Reynolds,Capital Markets,FreddieMac Multifamily,Issuer,CMBS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MTU=
"
Linda Ciaramella,Director of Relationship Management/Client Services,TMF Group,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MTQ=
"
Erin Sullivan,"Associate Director, Events",Fitch Ratings,Service Provider,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MTM=
"
Christopher Fioravanti,Business Development Senior Executive,TMF Group,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MTI=
"
Rob Moyle,Partner,"Orrick, Herrington & Sutcliffe LLP",Service Provider,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MDQ=
"
Mike Fania,Deputy Chief Investment Officer,Annaly Capital Management,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MDM=
"
Bryan Wulfsohn,Co-Chief Investment Officer,MFA Financial,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MDE=
"
Lou Musto,"Principal, Risk Consulting",RSM US LLP,Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI2MDA=
"
Michael Moriarty,CLO Structurer,Natixis CIB,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1OTg=
"
Emma Scott,Associate,"Annaly Capital Management, Inc.",Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1OTY=
"
Robert McMurry,"Partner, Specialty Finance",RSM US LLP,Service Provider,Fintech/AI,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1ODg=
"
Arda Sener,RMBS Trader,JPM CIO,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1ODc=
"
Jason Reinfried,Sr Manager,RSM US LLP,Service Provider,Regulation/policy,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1ODY=
"
Kristen Garland,Director,RSM US LLP,Service Provider,Regulation/policy,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1ODU=
"
Brian Tracy,Director,RSM US LLP,Service Provider,Regulation/policy,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1ODQ=
"
Kathleen Caporoso,Director,Service Provider,Service Provider,Regulation/policy,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1ODM=
"
Katja Dunlap,Fixed Income Research Analyst,Brown Advisory,Investor,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1Nzg=
"
Tiffany Teves,Associate,GLAS,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Direct Lending, Distressed Debt","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1Nzc=
"
Peter O'Toole,Director of Sales,ICE,Service Provider,Fintech/AI,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1Njk=
"
Shawn Hudson,Trader,Orange Investment Advisors,Investor,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1Njg=
"
Bryan Chao,Managing Director,Citigroup,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1Njc=
"
Ted Counihan,Global Co-Head of ABS Financing and Securitization,Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1NjQ=
"
Andrew Robertson,Counsel,,Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1NTI=
"
Jenna Gatehouse,Vice President,BNY Mellon,Issuer,"CLOs/Leveraged Loans, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1NTE=
"
Chris Nard,Chief Executive Officer,FortiFi,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1NDk=
"
Grace Nealon,Associate,Seward & Kissel LLP,Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1NDg=
"
Mark Haslam,Head of Capital Markets,JG Wentworth,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1NDc=
"
Tom Molter,Advisory Specialist Leader,Deloitte & Touche LLP,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1MzY=
"
Jared finsterbusch,Analyst,Panagram Structured Asset Management,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1MzQ=
"
Jim Chester,Managing Director,KBW,Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1MzM=
"
Brendon Vetter,Associate,Seward & Kissel LLP,Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1MzI=
"
Lynda Lazzari,Managing Director,Deloitte,Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1MzA=
"
Devin Hughes,"VP, Business Development",ALIRO by LendKey,Other,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1Mjg=
"
Sam Reid,Partner,Canyon Partners,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDI1Mjc=
"
